Poet name,Poem name,Poem
نبیل احمد نبیل,جب سے امید باندھی پتھر پر,"جب سے امید باندھی پتھر پر
دھول سی جم گئی مقدر پر
کس نے چادر دھویں کی تانی ہے
میرے جنت مثال منظر پر
میرے چارہ گروں نے رکھا ہے
ایک اک راستے کو ٹھوکر پر
آسماں کی طلب میں کٹ کر بھی
پھڑپھڑاتے رہے برابر پر
پاس تیر و کماں کے ہوتے ہوئے
خوف طاری ہے میرے لشکر پر
جب گھڑی امتحان کی آئی
میں نے رکھ دی زباں اخگر پر
قید کمرے میں ہو گیا ہوں نبیلؔ
پھینک کر میں گلی سے باہر پر"
نبیل احمد نبیل,وہ ہیں تیار عمارت کو گرانے والے,"وہ ہیں تیار عمارت کو گرانے والے
تو کہاں ہے مری بنیاد اٹھانے والے
سوچتا ہوں سر ساحل کھڑا جانے کب سے
ڈوب جاتے ہیں کہاں پار لگانے والے
ان سے کہہ دو نہ کریں دست ہوس ہم پہ دراز
ہم تو پینے سے زیادہ ہیں پلانے والے
غم کی تعبیر سے پہلے مجھے معلوم نہ تھا
میرے اشعار کو سنگیت بنانے والے
بادباں تیز ہواؤں سے پھٹے جاتے ہیں
ڈوب جائیں نہ کہیں پار لگانے والے
رات ہوتی ہے تو جلتے ہیں مری آنکھوں میں
یہ ستارے جو ہیں سورج کے گھرانے والے
کچھ تو ہے جس سے ہے باقی تری دنیا کا جواز
کم ہی دیکھے ہیں تعلق کو نبھانے والے
یوں ہی معیار بدلتے رہے دنیا کے اگر
پھر کہاں آئیں گے ملنے وہی آنے والے
بانٹتے پھرتے ہیں ہر سمت اندھیروں کو نبیلؔ
سلسلہ اپنے چراغوں کا بڑھانے والے"
نبیل احمد نبیل,ہر بدن کو اب یہاں ایسا گہن لگنے لگا,"ہر بدن کو اب یہاں ایسا گہن لگنے لگا
جس کو دیکھو اب وہی بے پیرہن لگنے لگا
جب سے ڈھالا ہے ستاروں میں نگاہ شوق کو
چاند سے بڑھ کر تمہارا بانکپن لگنے لگا
میری جانب پیار سے دیکھے نہ کوئی اک نظر
حلقۂ احباب تیری انجمن لگنے لگا
زندہ لاشوں کی طرح لگنے لگی انسانیت
پیرہن اب آدمیت کا کفن لگنے لگا
میں نے رکھا ہے ہمیشہ اپنی دھرتی کا بھرم
اس لیے بھی مجھ سے وہ چرخ کہن لگنے لگا
میں نے رکھا تھا جہاں پر پھول تیرے نام کا
اس زمیں کا اتنا حصہ اب چمن لگنے لگا
جب سے سچائی کے رستے کو کیا ہے منتخب
نوک خنجر سے چھدا اپنا بدن لگنے لگا
رفتہ رفتہ نوک خامہ پر ہوس چھانے لگی
دھیرے دھیرے رائیگاں کار سخن لگنے لگا
یہ جو باندھا ہے گریباں سے جنوں کے ہاتھ کو
اہل دانش کو مگر دیوانہ پن لگنے لگا
جس گلستاں پر لہو چھڑکا تھا ہم نے اے نبیلؔ
ڈالی ڈالی آج وہ اک دشت و بن لگنے لگا"
نبیل احمد نبیل,زندگی تیری تمنا میں بسر ہو جائے,"زندگی تیری تمنا میں بسر ہو جائے
اور کیا چاہئے جو بار دگر ہو جائے
درد کی دھوپ ڈھلے آس کا موسم نکھرے
تیرے امکان کا پودا جو شجر ہو جائے
اپنی سچائی کا پھر مجھ کو یقیں آئے گا
زینت دار و رسن میرا جو سر ہو جائے
زندگی کرنے کا آ جائے سلیقہ جو ہمیں
صورت خلد بریں اپنا یہ گھر ہو جائے
مجھ کو بس اتنا ہی سامان سفر کافی ہے
میری منزل ہی مرا رخت سفر ہو جائے
کھل اٹھے پھول کی مانند مقدر میرا
میرے محبوب اگر تیری نظر ہو جائے
حاصل زیست وہی میری تمنا ہے وہی
وہ کسی روز مقدر کا ثمر ہو جائے
غم دنیا سے ملے مجھ کو رہائی اے نبیلؔ
میری آہوں کا اگر اس پہ اثر ہو جائے
کوئی دامن نہ اڑے زرد ہواؤں سے نبیلؔ
گر سہارا جو بشر کا یہ بشر ہو جائے"
نبیل احمد نبیل,وہ ایک شخص بہ انداز محرمانہ ملا,"وہ ایک شخص بہ انداز محرمانہ ملا
ملا وہ جب بھی ہمیں ذات سے جدا نہ ملا
ہمیں بھی اپنی جبیں کو جھکانا آتا تھا
مگر تلاش تھی جس کی وہ نقش پا نہ ملا
کسی کے حسن کا مضمون ہم رقم کرتے
سو حسب حال ہمیں ایسا قافیہ نہ ملا
وضاحتیں تو محبت میں ہم بھی کرتے مگر
کتاب دل کا ہمیں کوئی حاشیہ نہ ملا
اسے جفا کا جفا سے جواب کیا دیتے
ہمیں مزاج ملا بھی تو دوستانہ ملا
نہ تھا سرشت میں آہ و فغاں کا رنگ کوئی
اسی لیے تو ہمیں نالۂ رسا نہ ملا
اگر ملے تو اسے حال دل ہی کہہ دینا
پھر اس کے بعد وہ تم سے ملا ملا نہ ملا
مثال موج رواں سب گزرتے جاتے ہیں
اسی لیے تو ہمیں کوئی ناخدا نہ ملا"
نبیل احمد نبیل,ہزار کوشش پیہم کے باوجود ہمیں (ردیف .. ا),"ہزار کوشش پیہم کے باوجود ہمیں
تمام عمر کوئی دوست با وفا نہ ملا
کہاں کا وصل ملاقات ہی غنیمت ہے
پھر اس کے بعد وہ ہم سے ملا ملا نہ ملا
وہ جس کو ہم نے زمانے سے بڑھ کے چاہا تھا
اس ایک شخص کی چاہت میں کچھ مزا نہ ملا
تری جدائی کے صحرا میں کھو گئے ایسے
سراغ اپنا کہیں اور کہیں پتا نہ ملا
یہ کائنات کہ بے رنگ ہوتی جاتی ہے
جو دل کا رنگ دکھاتی وہ آئنہ نہ ملا
تلاشتے رہے کانٹوں میں پھول سے پیکر
مزاج ہم کو ازل سے ہی عاشقانہ ملا
تمام عمر ہی رستوں کی خاک چھانی ہے
ہمیں تو منزل ہستی ترا پتا نہ ملا
ہمیں جو راہ دکھاتا قدم قدم پہ نبیلؔ
مثال خضر کوئی ایسا رہنما نہ ملا
خود آپ اپنے مقابل میں آ گئے ہیں نبیلؔ
ہمیں مزاج ملا بھی تو باغیانہ ملا"
نبیل احمد نبیل,اک یہی اب مرا حوالہ ہے,"اک یہی اب مرا حوالہ ہے
روح زخمی ہے جسم چھالا ہے
سیکڑوں بار سوچ کر میں نے
تیرے سانچے میں خود کو ڈھالا ہے
کھنچنے والا ہے آسماں سر سے
حادثہ یہ بھی ہونے والا ہے
اک خدا ترس موج نے مجھ کو
ساحلوں کی طرف اچھالا ہے
غالب آئی ہوس محبت پر
آرزوؤں کا رنگ کالا ہے
اک طرف جام عافیت کے ہیں
اک طرف زہر کا ہی پیالہ ہے
کار دنیا کی آرزو نے نبیلؔ
مجھ کو سو الجھنوں میں ڈالا ہے"
نبیل احمد نبیل,یہ کیسا کار دنیا ہو رہا ہے,"یہ کیسا کار دنیا ہو رہا ہے
لہو انساں کا سستا ہو رہا ہے
ذرا حالات کیا بدلے ہمارے
جو اپنا تھا پرایا ہو رہا ہے
دلوں کا میل بڑھتا جا رہا ہے
بشر اندر سے کالا ہو رہا ہے
گھٹائیں خشک ہوتی جا رہی ہیں
جو دریا تھا وہ صحرا ہو رہا ہے
یہی ہوتا رہا ہے ہم سے اکثر
ہمارے ساتھ جیسا ہو رہا ہے
قدم پڑنے لگے ہیں سب کے الٹے
ہر اک رستہ ہی ٹیڑھا ہو رہا ہے
نبیلؔ احمد کبھی دیکھا ہے تم نے
بشر کتنا اکیلا ہو رہا ہے"
نبیل احمد نبیل,ہے جو بگڑی ہوئی صورت مری بیماری کی,"ہے جو بگڑی ہوئی صورت مری بیماری کی
پیار میں مجھ سے کسی شخص نے غداری کی
ہر طرف خون خرابہ کیا لوگوں نے بپا
شعر تخلیق کیے میں نے غزل جاری کی
ہر نفس سینے میں پتھر کی طرح لگتا ہے
زندگی مجھ پہ ستم کیش نے یوں بھاری کی
یہ الگ بات کہ ہر لحظہ پریشاں میں ہوں
میں نے سچائی کی اس پر بھی طرف داری کی
میں نے ہر بار حقیقت کی نظر سے دیکھا
اس نے ہر بار مرے ساتھ اداکاری کی
پھول کی مثل مہک اٹھے گا قریہ قریہ
اپنے اس دیس کی جب ہم نے کماں داری کی
قافلے والوں کو منزل نہ ملی برسوں سے
یہ بھی خوبی ہے تری قافلہ سالاری کی
زندگی اپنے بھروسے پہ گزاری میں نے
وارث تخت نے کب میری نگہ داری کی
اس سے بدلے گا مرے شہر کا سارا منظر
لہر جو اٹھی مرے شہر میں بے داری کی
رشک آتا ہے ہمیں اپنے مقدر پہ نبیلؔ
آل احمد کی سدا ہم نے عزا داری کی"
نبیل احمد نبیل,سو الجھنوں کے بیچ گزارا گیا مجھے,"سو الجھنوں کے بیچ گزارا گیا مجھے
جب بھی تری طلب میں سنوارا گیا مجھے
کم ہو سکا نہ پھر بھی مرا مرتبہ اگر
پستی میں آسماں سے اتارا گیا مجھے
سلجھی نہ ایک بار کہیں زلف زندگی
گرچہ ہزار بار سنوارا گیا مجھے
اپنے مفاد کے لیے میدان جنگ میں
جیتا گیا کبھی کبھی ہارا گیا مجھے
دھویا گیا بدن مرا اشکوں کے آب سے
میرے لہو کے ساتھ نکھارا گیا مجھے
پھر بھی رواں دواں ہوں میں موج حیات میں
سو بار گرچہ دہر میں مارا گیا مجھے
رکھ کر چلوں گا جان ہتھیلی پہ میں نبیلؔ
مقتل سے جس گھڑی بھی پکارا گیا مجھے"
نبیل احمد نبیل,ایسی الجھن ہو کبھی ایسی بھی رسوائی ہو,"ایسی الجھن ہو کبھی ایسی بھی رسوائی ہو
دل کے ہر زخم میں دریاؤں سی گہرائی ہو
یوں گزرتے ہیں ترے ہجر میں دن رات مرے
جان پہ جیسے کسی شخص کے بن آئی ہو
پھول کی مثل سبھی داغ مہکنے لگ جائیں
کاش ایسا بھی کہیں طرز مسیحائی ہو
کیسا منظر ہو کہ سر پھوڑتے دیوانوں کے
سنگ ہو ہاتھ میں اور سامنے ہرجائی ہو
وہ سخن ور جو سخن ور ہیں حقیقی صاحب
ایسے لوگوں کا کبھی جشن پذیرائی ہو
ہے مزاج اپنا الگ اپنی طبیعت ہے جدا
کیسے اس دور کے لوگوں سے شناسائی ہو
چائے کا کپ ہو نبیلؔ اور کسی کی یادیں
رات کا پچھلا پہر عالم تنہائی ہو"
نبیل احمد نبیل,فلک بنایا گیا ہے زمیں بنائی گئی,"فلک بنایا گیا ہے زمیں بنائی گئی
اماں کی کوئی جگہ ہی نہیں بنائی گئی
نکلتی کس طرح کوئی یقین کی صورت
یقین کی کوئی صورت نہیں بنائی گئی
چلیں گے ہم بھی محبت نگر سمجھ کے اسے
گر ایسی کوئی بھی بستی کہیں بنائی گئی
بجھے بجھے ہوئے منظر وہ جس مقام کے تھے
ہمارے رہنے کی صورت وہیں بنائی گئی
جب اس کو غور سے دیکھا تو آنکھ بھر آئی
سمجھ رہا تھا میں دنیا حسیں بنائی گئی
کسک سجائی گئی اس میں پہلے سجدوں کی
پھر اس کے بعد ہماری جبیں بنائی گئی
نبیلؔ اتارا گیا مجھ کو آسمان سے یوں
فسردہ خاک مری ہم نشیں بنائی گئی"
نبیل احمد نبیل,تیری خواہش نہ جب زیادہ تھی,"تیری خواہش نہ جب زیادہ تھی
زندگی جیسے بے لبادہ تھی
اس لیے مجھ کو مل گئی منزل
میری خواہش مرا ارادہ تھی
ایک تتلی جلے پروں والی
بس وہی میرا خانوادہ تھی
میں نے دیکھا ہے وہ نگر بھی جہاں
روشنی کم نظر زیادہ تھی
چل کے اک عمر مجھ پہ راز کھلا
میری منزل ہی میرا جادہ تھی
جس میں رہتے تھے سب محبت سے
وہ حویلی بھی کیا کشادہ تھی
دور تھا اس لیے محاذ سے میں
فوج میری کہ پا پیادہ تھی
سنگ تھا یا کہ راستے میں نبیلؔ
کوئی دیوار ایستادہ تھی"
نبیل احمد نبیل,لے کے ہاتھوں میں محبت کے گہر آئے ہیں,"لے کے ہاتھوں میں محبت کے گہر آئے ہیں
اک نظر دیکھ ترے خاک بسر آئے ہیں
اک عجب دھڑکا دل و جاں کو لگا رہتا ہے
جب بھی پردیس سے ہم لوٹ کے گھر آئے ہیں
جس طرف بھی میں گیا میں نے جدھر بھی دیکھا
زخم کی طرح مجھے لوگ نظر آئے ہیں
نوک نیزہ کی طرف ایک نظر دیکھ ذرا
کس بلندی پہ وہ عشاق کے سر آئے ہیں
موم ہو جائے وہ پتھر کی طرح سخت بدن
اپنے نالوں میں کہاں اتنے اثر آئے ہیں
سر پھری آندھی گرانے اسے آ پہنچی ہے
آس کے پیڑ پہ جس دم سے ثمر آئے ہیں
جب سے اترا ہے سفینہ مرا ساحل پہ نبیلؔ
موج در موج کنارے پہ بھنور آئے ہیں"
نبیل احمد نبیل,سر جھکا کر شاہ کے دربار میں,"سر جھکا کر شاہ کے دربار میں
چھید ہم نے سو کیے دستار میں
زندگانی جیسی یہ انمول شے
کاٹ دی ہے حسرت بے کار میں
دامنوں میں بھرتے ہیں محرومیاں
لے کے خالی جیب ہم بازار میں
سرخیاں بن کر اگلتی ہے لہو
آدمیت شام کے اخبار میں
سر کو ٹکراتے رہے ہم عمر بھر
در کوئی نکلا نہیں دیوار میں
جس قدر بھرتا رہا اونچی اڑان
آدمی گرتا گیا معیار میں
سب پرندے کر گئے ہجرت نبیلؔ
کون بیٹھے سایۂ اشجار میں"
